0	0	1
0	1	4
1	0	2
1	2	1
1	3	1
1	4	3
1	5	1
1	6	1
1	7	1
1	8	2
1	9	2
1	1	3
2	0	1
2	10	1
2	11	1
3	0	2
3	3	2
3	12	2
3	6	1
4	0	1
4	13	2
4	14	1
4	6	2
4	7	1
4	9	2
4	1	1
4	15	1
5	0	2
6	0	1
6	16	1
6	17	3
6	12	2
6	18	1
7	0	2
7	8	5
7	4	2
8	0	5
8	3	2
8	19	3
9	0	3
9	20	1
9	21	1
9	18	1
9	22	4
9	23	1
10	0	9
10	20	1
10	16	4
10	17	2
10	24	12
10	25	9
10	26	1
10	3	1
10	9	8
11	0	1
11	27	2
11	28	1
11	29	1
12	0	1
12	16	1
13	0	1
13	3	4
13	30	1
13	14	1
14	0	2
14	31	1
14	32	1
15	0	1
15	33	4
15	34	1
15	35	1
15	36	1
16	0	1
16	37	2
16	28	1
16	12	1
16	38	2
16	39	1
16	40	1
16	41	1
16	9	1
16	1	3
17	0	2
17	42	1
17	16	1
17	17	2
17	28	1
17	22	1
17	43	1
18	0	4
18	44	2
18	43	1
18	1	6
18	45	1
18	46	1
18	47	1
18	48	1
18	49	2
18	13	10
18	12	9
18	50	1
18	51	1
19	0	1
19	6	4
19	52	1
19	53	1
20	0	1
20	54	1
20	21	2
20	24	1
20	22	1
20	55	1
20	40	1
21	0	5
21	56	1
21	57	1
21	58	2
21	59	1
21	33	8
21	60	1
22	0	1
22	61	1
23	0	1
23	12	2
23	22	1
24	0	2
25	0	1
25	9	13
25	28	1
25	19	3
25	62	1
26	0	3
26	3	3
26	35	1
26	63	1
27	0	2
28	0	2
28	64	2
29	0	1
29	65	1
29	66	1
29	67	1
29	68	1
29	2	2
29	13	2
29	69	16
29	70	1
29	71	15
29	9	2
29	72	6
29	73	10
29	58	28
29	33	3
29	74	1
29	75	4
29	23	1
29	76	1
29	56	3
29	77	1
29	78	1
30	0	1
31	0	4
31	16	1
31	17	5
31	12	17
31	79	2
31	14	1
31	22	1
31	18	2
31	80	1
31	40	2
32	0	2
32	25	2
32	81	2
32	7	1
33	0	5
33	24	2
33	25	2
33	6	2
33	23	1
33	9	1
34	0	1
34	82	1
34	6	1
34	7	1
34	67	1
34	41	1
34	1	1
35	0	1
35	12	1
35	79	3
35	83	1
36	0	1
37	0	1
37	28	1
38	0	2
39	0	1
39	23	1
40	0	1
40	14	1
40	22	2
40	84	1
40	7	1
40	67	2
40	6	1
40	9	1
40	15	1
40	85	1
40	86	1
41	0	9
41	87	1
41	88	1
41	13	1
41	89	4
41	19	1
41	62	3
41	90	4
41	14	1
41	91	1
41	32	1
41	43	5
42	0	2
42	3	3
42	13	1
43	0	1
43	92	2
44	0	1
44	20	1
44	17	3
44	9	5
45	0	1
46	0	1
46	56	2
46	93	1
46	94	3
46	2	2
47	0	14
47	3	11
47	95	1
47	19	1
47	12	6
47	18	1
47	14	3
47	5	5
47	43	1
47	7	17
47	40	2
47	96	1
47	22	1
48	0	1
48	67	1
48	58	1
49	0	1
49	3	1
49	97	2
49	22	3
49	14	3
49	91	1
49	98	1
49	17	7
49	9	5
49	99	1
49	100	1
50	0	3
51	0	2
51	31	7
51	17	3
52	0	2
52	92	1
52	3	2
52	91	1
52	14	2
52	5	1
52	101	3
53	0	1
54	0	1
54	64	2
54	38	2
54	37	1
54	35	1
54	102	1
54	12	2
54	103	3
54	5	1
54	6	2
54	7	1
55	0	1
55	14	2
55	104	2
56	0	1
57	0	1
58	0	1
58	105	1
58	17	1
58	24	2
58	106	1
58	25	1
59	0	1
59	12	1
59	107	1
60	0	1
60	1	7
60	91	1
60	28	1
61	0	1
61	108	1
61	17	1
61	25	1
61	22	1
61	3	1
61	9	2
61	12	1
62	0	6
62	3	6
62	35	1
63	0	1
63	80	1
64	0	1
64	109	1
64	93	3
64	97	1
65	0	1
65	58	2
66	0	1
67	0	1
67	110	2
67	102	1
67	33	1
67	47	2
67	111	1
67	101	3
68	0	1
68	3	1
68	19	1
68	62	1
68	79	1
68	22	4
69	0	1
70	0	1
70	112	1
70	8	1
70	28	2
70	19	2
70	62	1
70	113	2
71	0	2
71	3	5
71	4	3
71	43	4
71	114	1
71	1	3
71	103	7
71	80	2
71	13	1
71	19	3
71	115	1
71	40	15
71	9	12
71	17	1
71	28	3
71	116	1
71	117	1
71	89	4
71	118	3
71	62	4
71	22	12
72	0	3
73	0	5
74	0	1
75	0	1
75	1	1
75	119	1
75	23	1
75	110	1
75	120	1
75	91	1
75	121	1
75	122	1
76	0	1
76	31	1
76	12	1
76	22	2
76	33	1
76	123	1
76	38	1
77	0	1
77	14	3
78	0	8
78	61	1
78	21	1
78	24	2
78	25	2
78	79	2
78	22	5
78	3	2
78	17	2
78	9	4
78	1	3
79	0	1
80	0	7
80	37	1
80	32	1
80	3	9
81	0	1
81	3	1
81	25	1
82	0	2
82	22	1
83	0	1
83	88	3
83	28	1
83	19	7
83	80	2
83	124	1
83	125	2
83	22	3
83	43	4
83	7	2
83	3	1
83	62	1
83	98	2
83	17	4
83	126	1
83	127	16
84	0	1
84	9	1
84	96	10
84	128	1
85	0	1
85	17	2
85	24	2
85	25	5
85	129	1
85	26	2
85	1	4
86	0	1
86	32	1
86	122	1
86	25	2
86	14	1
86	67	1
87	0	1
87	17	1
88	0	1
88	93	1
89	0	2
90	0	2
90	32	1
90	3	2
90	130	1
90	67	2
90	1	1
90	103	3
90	13	1
90	40	1
90	41	1
90	9	1
90	100	1
90	28	1
90	14	8
90	5	8
90	6	4
90	131	1
90	23	1
90	38	1
90	7	3
90	111	1
90	101	1
91	0	3
91	3	3
91	28	1
91	14	8
91	6	12
91	7	6
91	67	1
91	9	8
91	1	5
91	15	2
91	85	2
91	132	1
92	0	3
92	13	1
92	94	2
93	0	2
93	88	4
93	28	1
93	12	4
93	5	2
94	0	1
94	110	1
95	0	1
95	133	1
95	134	1
96	0	2
96	93	18
96	23	1
96	135	1
96	136	4
96	60	4
96	1	1
96	100	2
96	101	3
97	0	4
97	16	1
98	0	2
98	21	2
99	0	1
99	43	1
100	0	1
100	40	1
100	127	1
101	0	1
101	17	3
101	137	1
101	91	2
101	22	1
101	5	1
101	43	1
101	7	3
101	138	3
101	139	1
102	0	1
103	0	1
104	0	1
105	0	3
105	3	2
105	140	1
105	122	1
105	141	1
105	1	6
105	142	1
105	93	1
105	143	1
105	12	1
106	0	1
106	42	1
106	28	1
106	144	2
106	22	1
106	145	1
106	5	1
106	7	1
107	0	1
107	146	1
107	54	2
107	17	1
107	147	1
107	148	2
107	149	3
107	150	1
107	151	1
107	55	1
107	152	1
107	153	1
107	154	3
108	0	1
109	0	4
109	98	1
110	0	2
110	13	1
110	155	1
110	6	1
111	0	1
112	0	6
112	16	1
112	17	2
112	156	1
112	24	9
112	25	3
112	26	1
113	0	2
113	14	1
113	157	2
113	47	3
113	33	9
113	1	4
113	158	1
114	0	1
114	3	1
114	159	1
114	12	1
114	129	3
114	18	1
114	103	1
114	160	1
114	40	1
114	161	1
114	9	2
114	79	1
115	0	1
115	162	2
115	9	1
115	12	1
115	155	3
115	6	2
116	0	2
116	1	2
116	23	9
117	0	3
117	163	1
117	25	1
118	0	1
118	156	2
118	94	1
118	26	2
118	1	1
118	93	8
119	0	2
119	4	4
119	13	1
119	43	1
120	0	1
121	0	1
121	92	2
121	17	2
121	124	2
121	125	1
122	0	1
123	0	1
123	8	1
123	9	2
123	12	4
123	14	1
123	26	2
123	6	4
123	164	2
124	0	1
125	0	1
126	0	1
126	1	1
126	101	1
127	0	2
127	31	1
127	56	2
127	165	2
127	166	2
128	0	2
128	3	2
129	0	1
129	105	1
129	13	1
129	167	1
129	110	2
129	120	1
129	91	3
130	0	1
130	1	4
130	168	1
131	0	1
132	0	1
